cliente_id,idade,estado_residencia,qtd_produtos_adquiridos,categoria_fidelidade
CLI-20757,60,Paraná (PR),3,Gold
CLI-96394,49,Paraná (PR),4,Gold
CLI-50880,49,Bahia (BA),4,Gold
CLI-39800,43,Minas Gerais (MG),2,Silver
CLI-12143,58,Bahia (BA),1,Silver
CLI-58785,39,Rio de Janeiro (RJ),2,Silver
CLI-40453,34,Paraná (PR),1,Silver
CLI-47949,43,Paraná (PR),2,Silver
CLI-38128,44,Minas Gerais (MG),3,Gold
CLI-71883,37,Minas Gerais (MG),4,Gold
CLI-74494,33,São Paulo (SP),4,Gold
CLI-17079,36,Rio de Janeiro (RJ),3,Gold
CLI-66269,27,Minas Gerais (MG),2,Silver
CLI-27164,56,Paraná (PR),3,Gold
CLI-19632,48,Paraná (PR),3,Gold
CLI-93749,49,Rio de Janeiro (RJ),4,Gold
CLI-21484,43,Rio de Janeiro (RJ),2,Silver
CLI-25033,31,Rio de Janeiro (RJ),2,Silver
CLI-47963,39,Bahia (BA),2,Silver
CLI-93206,34,Rio de Janeiro (RJ),1,Silver
CLI-17721,18,Rio de Janeiro (RJ),1,Silver
CLI-77089,51,São Paulo (SP),4,Gold
CLI-56467,59,São Paulo (SP),2,Silver
CLI-32024,44,Minas Gerais (MG),3,Gold
CLI-41382,21,Minas Gerais (MG),4,Gold
CLI-73910,43,Paraná (PR),2,Silver
CLI-31217,51,Bahia (BA),2,Silver
CLI-57082,48,São Paulo (SP),4,Gold
CLI-91871,26,Minas Gerais (MG),1,Silver
CLI-17203,59,Rio de Janeiro (RJ),2,Silver
CLI-54659,21,São Paulo (SP),4,Gold
CLI-23423,30,Paraná (PR),1,Silver
CLI-22509,50,Rio de Janeiro (RJ),1,Silver
CLI-90886,51,Paraná (PR),2,Silver
CLI-34613,27,São Paulo (SP),2,Silver
CLI-69529,63,Rio de Janeiro (RJ),2,Silver
CLI-23125,18,Paraná (PR),1,Silver
CLI-89324,41,Paraná (PR),4,Gold
CLI-61242,47,Bahia (BA),2,Silver
CLI-31731,64,Paraná (PR),3,Gold
CLI-67951,51,Rio de Janeiro (RJ),2,Silver
CLI-25087,34,Minas Gerais (MG),1,Silver
CLI-83990,58,Rio de Janeiro (RJ),1,Silver
CLI-48838,58,Minas Gerais (MG),1,Silver
CLI-98849,37,Paraná (PR),4,Gold
CLI-87635,36,Bahia (BA),3,Gold
CLI-38454,31,Paraná (PR),2,Silver
CLI-27653,55,Paraná (PR),2,Silver
CLI-14719,41,São Paulo (SP),4,Gold
CLI-11688,43,Minas Gerais (MG),2,Silver
CLI-38135,23,São Paulo (SP),2,Silver
CLI-52956,48,São Paulo (SP),4,Gold
CLI-77842,59,Paraná (PR),2,Silver
CLI-54225,56,Rio de Janeiro (RJ),3,Gold
CLI-32052,41,Minas Gerais (MG),4,Gold
CLI-43572,38,São Paulo (SP),4,Gold
CLI-74796,32,Bahia (BA),3,Gold
CLI-23741,34,Bahia (BA),1,Silver
CLI-89384,53,Rio de Janeiro (RJ),4,Gold
CLI-30694,32,Paraná (PR),3,Gold
CLI-64190,28,Minas Gerais (MG),3,Gold
CLI-82513,36,Bahia (BA),3,Gold
CLI-30692,49,Rio de Janeiro (RJ),4,Gold
CLI-16689,23,São Paulo (SP),2,Silver
CLI-47713,47,Paraná (PR),2,Silver
CLI-38167,32,Minas Gerais (MG),3,Gold
CLI-81189,55,Paraná (PR),2,Silver
CLI-49276,54,Rio de Janeiro (RJ),1,Silver
CLI-76707,49,São Paulo (SP),4,Gold
CLI-85469,64,Bahia (BA),3,Gold
CLI-64204,33,Rio de Janeiro (RJ),4,Gold
CLI-89741,32,Minas Gerais (MG),3,Gold
CLI-13464,23,Minas Gerais (MG),2,Silver
CLI-31004,19,Bahia (BA),2,Silver
CLI-69329,37,Minas Gerais (MG),4,Gold
CLI-18260,61,Rio de Janeiro (RJ),4,Gold
CLI-38475,51,Minas Gerais (MG),2,Silver
CLI-38052,62,Rio de Janeiro (RJ),1,Silver
CLI-22137,46,Minas Gerais (MG),1,Silver
CLI-26001,62,Paraná (PR),1,Silver
CLI-93998,18,Minas Gerais (MG),1,Silver
CLI-35169,44,Paraná (PR),3,Gold
CLI-33351,52,Rio de Janeiro (RJ),3,Gold
CLI-56115,37,Paraná (PR),4,Gold
CLI-58590,28,Minas Gerais (MG),3,Gold
CLI-93322,40,São Paulo (SP),4,Gold
CLI-75341,26,Paraná (PR),1,Silver
CLI-48707,59,Paraná (PR),2,Silver
CLI-14426,27,Bahia (BA),2,Silver
CLI-86764,24,Minas Gerais (MG),3,Gold
CLI-13353,54,Minas Gerais (MG),1,Silver
CLI-36675,47,Paraná (PR),2,Silver
CLI-48676,39,São Paulo (SP),4,Gold
CLI-41906,35,Bahia (BA),2,Silver
CLI-78708,63,Minas Gerais (MG),2,Silver
CLI-41020,55,Rio de Janeiro (RJ),2,Silver
CLI-86847,40,Minas Gerais (MG),3,Gold
CLI-30314,53,Paraná (PR),4,Gold
CLI-69127,29,Paraná (PR),4,Gold
CLI-28005,55,Paraná (PR),2,Silver
CLI-15389,34,Rio de Janeiro (RJ),1,Silver
CLI-78855,25,Bahia (BA),4,Gold
CLI-96049,37,Rio de Janeiro (RJ),4,Gold
CLI-88452,52,Paraná (PR),3,Gold
CLI-20650,37,São Paulo (SP),4,Gold
CLI-83419,21,Bahia (BA),4,Gold
CLI-23528,62,Bahia (BA),1,Silver
CLI-45957,51,Bahia (BA),2,Silver
CLI-37415,48,Paraná (PR),3,Gold
CLI-51257,24,Minas Gerais (MG),3,Gold
CLI-53930,31,Rio de Janeiro (RJ),2,Silver
CLI-14558,27,Minas Gerais (MG),2,Silver
CLI-76487,31,Paraná (PR),2,Silver
CLI-50806,44,Bahia (BA),3,Gold
CLI-48257,43,Paraná (PR),2,Silver
CLI-80989,37,Paraná (PR),4,Gold
CLI-27369,29,Rio de Janeiro (RJ),4,Gold
CLI-44997,40,Bahia (BA),3,Gold
CLI-22799,31,Bahia (BA),2,Silver
CLI-82644,28,Rio de Janeiro (RJ),3,Gold
CLI-70075,24,Bahia (BA),3,Gold
CLI-34146,51,São Paulo (SP),4,Gold
CLI-33699,38,Paraná (PR),1,Silver
CLI-97221,49,Bahia (BA),4,Gold
CLI-19557,19,Rio de Janeiro (RJ),2,Silver
CLI-22942,19,Paraná (PR),2,Silver
CLI-23787,64,Minas Gerais (MG),3,Gold
CLI-32239,25,Paraná (PR),4,Gold
CLI-24080,27,Paraná (PR),2,Silver
CLI-74594,63,Paraná (PR),2,Silver
CLI-28279,48,Minas Gerais (MG),3,Gold
CLI-70808,18,Rio de Janeiro (RJ),1,Silver
CLI-10760,62,Rio de Janeiro (RJ),1,Silver
CLI-98692,45,São Paulo (SP),4,Gold
CLI-90786,31,Bahia (BA),2,Silver
CLI-37217,25,Bahia (BA),4,Gold
CLI-20041,63,Rio de Janeiro (RJ),2,Silver
CLI-43576,60,Minas Gerais (MG),3,Gold
CLI-41686,59,Rio de Janeiro (RJ),2,Silver
CLI-35752,63,Bahia (BA),2,Silver
CLI-78689,64,São Paulo (SP),3,Gold
CLI-83450,46,Rio de Janeiro (RJ),1,Silver
CLI-28111,27,Rio de Janeiro (RJ),2,Silver
CLI-66479,39,Bahia (BA),2,Silver
CLI-50540,33,Minas Gerais (MG),4,Gold
CLI-96584,56,Bahia (BA),3,Gold
CLI-10627,19,Paraná (PR),2,Silver
CLI-29472,26,Minas Gerais (MG),1,Silver
CLI-19350,54,Bahia (BA),1,Silver
CLI-29990,61,Minas Gerais (MG),4,Gold
CLI-50023,47,Bahia (BA),2,Silver
CLI-34951,63,Minas Gerais (MG),2,Silver
CLI-80863,18,Rio de Janeiro (RJ),1,Silver
CLI-19263,28,São Paulo (SP),3,Gold
CLI-19004,47,Rio de Janeiro (RJ),2,Silver
CLI-13600,37,Bahia (BA),4,Gold
CLI-15016,24,Paraná (PR),3,Gold
CLI-71003,58,Minas Gerais (MG),1,Silver
CLI-66139,29,Paraná (PR),4,Gold
CLI-75733,54,São Paulo (SP),4,Gold
CLI-14356,25,São Paulo (SP),4,Gold
CLI-28406,42,São Paulo (SP),4,Gold
CLI-55576,49,Rio de Janeiro (RJ),4,Gold
CLI-52958,39,São Paulo (SP),4,Gold
CLI-10064,34,Rio de Janeiro (RJ),1,Silver
CLI-88405,35,Bahia (BA),2,Silver
CLI-52467,50,Bahia (BA),1,Silver
CLI-79180,62,Minas Gerais (MG),1,Silver
CLI-34104,52,Bahia (BA),3,Gold
CLI-23127,64,Rio de Janeiro (RJ),3,Gold
CLI-32435,27,Minas Gerais (MG),2,Silver
CLI-37651,30,Bahia (BA),1,Silver
CLI-67605,61,São Paulo (SP),4,Gold
CLI-20740,60,Minas Gerais (MG),3,Gold
CLI-66589,30,Bahia (BA),1,Silver
CLI-14256,43,Bahia (BA),2,Silver
CLI-87616,18,Minas Gerais (MG),1,Silver
CLI-10918,35,Paraná (PR),2,Silver
CLI-72858,27,São Paulo (SP),2,Silver
CLI-60998,49,Minas Gerais (MG),4,Gold
CLI-92372,22,Paraná (PR),1,Silver
CLI-52854,55,Minas Gerais (MG),2,Silver
CLI-27647,26,Bahia (BA),1,Silver
CLI-94362,32,Bahia (BA),3,Gold
CLI-26858,49,Paraná (PR),4,Gold
CLI-60073,18,Bahia (BA),1,Silver
CLI-95534,25,São Paulo (SP),4,Gold
CLI-37355,52,São Paulo (SP),4,Gold
CLI-66019,63,Bahia (BA),2,Silver
CLI-74872,65,Bahia (BA),4,Gold
CLI-64177,45,São Paulo (SP),4,Gold
CLI-85055,47,São Paulo (SP),4,Gold
CLI-85832,47,São Paulo (SP),4,Gold
CLI-51299,27,Paraná (PR),2,Silver
CLI-25200,22,Paraná (PR),1,Silver
CLI-71851,65,Bahia (BA),4,Gold
CLI-28543,45,Minas Gerais (MG),4,Gold
CLI-57306,60,Rio de Janeiro (RJ),3,Gold
CLI-33084,52,Bahia (BA),3,Gold
CLI-35399,55,Minas Gerais (MG),2,Silver
CLI-61162,51,Paraná (PR),2,Silver
CLI-93139,44,Minas Gerais (MG),3,Gold
CLI-87655,53,Rio de Janeiro (RJ),4,Gold
CLI-56054,58,Bahia (BA),1,Silver
CLI-62646,56,São Paulo (SP),3,Gold
CLI-91048,25,Bahia (BA),4,Gold
CLI-83051,56,Minas Gerais (MG),3,Gold
CLI-38111,44,Minas Gerais (MG),3,Gold
CLI-85829,53,São Paulo (SP),4,Gold
CLI-49333,31,Bahia (BA),2,Silver
CLI-55279,27,Minas Gerais (MG),2,Silver
CLI-11573,30,São Paulo (SP),1,Silver
CLI-12765,20,Rio de Janeiro (RJ),3,Gold
CLI-11078,30,Bahia (BA),1,Silver
CLI-61542,33,São Paulo (SP),4,Gold
CLI-90183,46,Paraná (PR),1,Silver
CLI-90427,32,Rio de Janeiro (RJ),3,Gold
CLI-43172,52,Bahia (BA),3,Gold
CLI-14741,24,Bahia (BA),3,Gold
CLI-76113,39,Paraná (PR),2,Silver
CLI-58614,63,Paraná (PR),2,Silver
CLI-87563,55,Paraná (PR),2,Silver
CLI-32459,44,Rio de Janeiro (RJ),3,Gold
CLI-24326,24,São Paulo (SP),3,Gold
CLI-11548,28,Paraná (PR),3,Gold
CLI-77808,57,Rio de Janeiro (RJ),4,Gold
CLI-35753,49,Paraná (PR),4,Gold
CLI-79078,60,Paraná (PR),3,Gold
CLI-87916,60,São Paulo (SP),3,Gold
CLI-79653,51,Minas Gerais (MG),2,Silver
CLI-94860,21,São Paulo (SP),4,Gold
CLI-38109,48,Paraná (PR),3,Gold
CLI-90037,63,Rio de Janeiro (RJ),2,Silver
CLI-50520,27,Minas Gerais (MG),2,Silver
CLI-97808,65,Rio de Janeiro (RJ),4,Gold
CLI-96216,57,Minas Gerais (MG),4,Gold
CLI-79009,50,São Paulo (SP),4,Gold
CLI-27781,29,Rio de Janeiro (RJ),4,Gold
CLI-83835,27,Paraná (PR),2,Silver
CLI-55408,35,Rio de Janeiro (RJ),2,Silver
CLI-81947,63,São Paulo (SP),2,Silver
CLI-32818,23,São Paulo (SP),2,Silver
CLI-11988,42,Rio de Janeiro (RJ),1,Silver
CLI-24421,58,Minas Gerais (MG),1,Silver
CLI-22661,61,Minas Gerais (MG),4,Gold
CLI-29353,23,Minas Gerais (MG),2,Silver
CLI-83831,19,Paraná (PR),2,Silver
CLI-74575,58,Bahia (BA),1,Silver
CLI-48610,55,Minas Gerais (MG),2,Silver
CLI-11898,44,Rio de Janeiro (RJ),3,Gold
CLI-57595,62,Bahia (BA),1,Silver
CLI-34870,62,Rio de Janeiro (RJ),1,Silver
CLI-64610,19,Rio de Janeiro (RJ),2,Silver
CLI-63884,27,São Paulo (SP),2,Silver
CLI-53319,64,São Paulo (SP),3,Gold
CLI-11713,48,Minas Gerais (MG),3,Gold
CLI-69899,58,Minas Gerais (MG),1,Silver
CLI-74698,51,Rio de Janeiro (RJ),2,Silver
CLI-79618,40,Rio de Janeiro (RJ),3,Gold
CLI-32164,20,Rio de Janeiro (RJ),3,Gold
CLI-85802,44,São Paulo (SP),4,Gold
CLI-47675,37,Paraná (PR),4,Gold
CLI-38800,62,Minas Gerais (MG),1,Silver
CLI-90997,52,Bahia (BA),3,Gold
CLI-55680,62,Rio de Janeiro (RJ),1,Silver
CLI-74438,19,Paraná (PR),2,Silver
CLI-20070,20,Paraná (PR),3,Gold
CLI-78624,46,Bahia (BA),1,Silver
CLI-46789,33,Paraná (PR),4,Gold
CLI-69583,51,Rio de Janeiro (RJ),2,Silver
CLI-57877,50,São Paulo (SP),4,Gold
CLI-18901,59,Minas Gerais (MG),2,Silver
CLI-69986,24,Bahia (BA),3,Gold
CLI-73276,36,Bahia (BA),3,Gold
CLI-69442,42,Minas Gerais (MG),1,Silver
CLI-37526,32,São Paulo (SP),3,Gold
CLI-84878,23,Minas Gerais (MG),2,Silver
CLI-73557,49,Paraná (PR),4,Gold
CLI-79902,44,São Paulo (SP),4,Gold
CLI-85216,64,Minas Gerais (MG),3,Gold
CLI-55160,43,São Paulo (SP),4,Gold
CLI-31870,48,Paraná (PR),3,Gold
CLI-17843,18,Minas Gerais (MG),1,Silver
CLI-69270,56,Minas Gerais (MG),3,Gold
CLI-34946,39,Minas Gerais (MG),2,Silver
CLI-43586,35,Bahia (BA),2,Silver
CLI-38120,62,Bahia (BA),1,Silver
CLI-20441,56,Paraná (PR),3,Gold
CLI-20987,41,Bahia (BA),4,Gold
CLI-39265,26,Minas Gerais (MG),1,Silver
CLI-59407,56,Rio de Janeiro (RJ),3,Gold
CLI-44851,42,Rio de Janeiro (RJ),1,Silver
CLI-75984,31,São Paulo (SP),2,Silver
CLI-88852,59,São Paulo (SP),2,Silver
CLI-26447,19,Paraná (PR),2,Silver
CLI-45576,52,Rio de Janeiro (RJ),3,Gold
CLI-30032,43,Rio de Janeiro (RJ),2,Silver
CLI-81917,24,Minas Gerais (MG),3,Gold
CLI-75378,55,Bahia (BA),2,Silver
CLI-62510,25,Bahia (BA),4,Gold
CLI-41677,39,São Paulo (SP),4,Gold
CLI-27436,60,Bahia (BA),3,Gold
CLI-12247,38,São Paulo (SP),4,Gold
CLI-38821,36,Bahia (BA),3,Gold
CLI-99929,25,Minas Gerais (MG),4,Gold
CLI-11726,32,São Paulo (SP),3,Gold
CLI-69919,48,Bahia (BA),3,Gold
CLI-21928,54,Paraná (PR),1,Silver
CLI-52603,30,Paraná (PR),1,Silver
CLI-80102,45,Bahia (BA),4,Gold
CLI-28373,30,Minas Gerais (MG),1,Silver
CLI-63503,43,Bahia (BA),2,Silver
CLI-22300,46,Bahia (BA),1,Silver
CLI-74387,27,Rio de Janeiro (RJ),2,Silver
CLI-12954,42,São Paulo (SP),4,Gold
CLI-43938,47,Bahia (BA),2,Silver
CLI-47247,43,Minas Gerais (MG),2,Silver
CLI-17701,35,São Paulo (SP),4,Gold
CLI-14427,40,Paraná (PR),3,Gold
CLI-12794,36,Bahia (BA),3,Gold
CLI-71503,52,São Paulo (SP),4,Gold
CLI-71521,26,Bahia (BA),1,Silver
CLI-82655,45,Paraná (PR),4,Gold
CLI-73207,38,Rio de Janeiro (RJ),1,Silver
CLI-80599,46,Bahia (BA),1,Silver
CLI-63079,22,Bahia (BA),1,Silver
CLI-65212,30,Bahia (BA),1,Silver
CLI-60796,27,São Paulo (SP),2,Silver
CLI-33440,27,Bahia (BA),2,Silver
CLI-51615,46,São Paulo (SP),4,Gold
CLI-44286,22,Bahia (BA),1,Silver
CLI-47131,30,Bahia (BA),1,Silver
CLI-34760,47,Bahia (BA),2,Silver
CLI-38011,27,São Paulo (SP),2,Silver
CLI-29545,48,Paraná (PR),3,Gold
CLI-83720,57,São Paulo (SP),4,Gold
CLI-86312,31,Paraná (PR),2,Silver
CLI-38781,18,Minas Gerais (MG),1,Silver
CLI-73807,27,Paraná (PR),2,Silver
CLI-70081,46,Paraná (PR),1,Silver
CLI-29068,40,Bahia (BA),3,Gold
CLI-29318,40,Rio de Janeiro (RJ),3,Gold
CLI-13207,46,Rio de Janeiro (RJ),1,Silver
CLI-66573,63,Bahia (BA),2,Silver
CLI-96818,62,Paraná (PR),1,Silver
CLI-35019,64,Bahia (BA),3,Gold
CLI-80364,54,São Paulo (SP),4,Gold
CLI-96909,34,Paraná (PR),1,Silver
CLI-29182,58,Paraná (PR),1,Silver
CLI-51398,55,Bahia (BA),2,Silver
CLI-50563,33,Bahia (BA),4,Gold
CLI-15234,52,Rio de Janeiro (RJ),3,Gold
CLI-86957,28,São Paulo (SP),3,Gold
CLI-24630,23,Bahia (BA),2,Silver
CLI-75827,51,Bahia (BA),2,Silver
CLI-22566,31,Bahia (BA),2,Silver
CLI-69043,36,Paraná (PR),3,Gold
CLI-66249,64,Rio de Janeiro (RJ),3,Gold
CLI-74091,65,Minas Gerais (MG),4,Gold
CLI-77821,58,São Paulo (SP),1,Silver
CLI-84743,25,Rio de Janeiro (RJ),4,Gold
CLI-71241,57,Bahia (BA),4,Gold
CLI-25124,55,Minas Gerais (MG),2,Silver
CLI-22335,62,São Paulo (SP),1,Silver
CLI-34121,34,Rio de Janeiro (RJ),1,Silver
CLI-11844,32,Bahia (BA),3,Gold
CLI-92859,53,Minas Gerais (MG),4,Gold
CLI-79650,51,São Paulo (SP),4,Gold
CLI-34469,29,Minas Gerais (MG),4,Gold
CLI-65275,51,Rio de Janeiro (RJ),2,Silver
CLI-59791,62,Paraná (PR),1,Silver
CLI-68544,27,São Paulo (SP),2,Silver
CLI-50696,33,São Paulo (SP),4,Gold
CLI-30517,19,São Paulo (SP),2,Silver
CLI-81516,42,Rio de Janeiro (RJ),1,Silver
CLI-47978,47,Rio de Janeiro (RJ),2,Silver
CLI-96102,41,Bahia (BA),4,Gold
CLI-87861,28,São Paulo (SP),3,Gold
CLI-50064,59,Rio de Janeiro (RJ),2,Silver
CLI-85048,50,Paraná (PR),1,Silver
CLI-48923,62,Rio de Janeiro (RJ),1,Silver
CLI-67367,29,São Paulo (SP),4,Gold
CLI-50952,27,Minas Gerais (MG),2,Silver
CLI-84330,31,Rio de Janeiro (RJ),2,Silver
CLI-19521,23,São Paulo (SP),2,Silver
CLI-78015,62,Minas Gerais (MG),1,Silver
CLI-48007,31,Bahia (BA),2,Silver
CLI-86737,42,São Paulo (SP),4,Gold
CLI-72436,48,São Paulo (SP),4,Gold
CLI-25352,18,Rio de Janeiro (RJ),1,Silver
CLI-32724,48,Bahia (BA),3,Gold
CLI-62582,41,Paraná (PR),4,Gold
CLI-93746,24,São Paulo (SP),3,Gold
CLI-18202,45,Rio de Janeiro (RJ),4,Gold
CLI-73669,44,São Paulo (SP),4,Gold
CLI-12935,55,Paraná (PR),2,Silver
CLI-55396,53,Minas Gerais (MG),4,Gold
CLI-84135,34,São Paulo (SP),1,Silver
CLI-56771,42,São Paulo (SP),4,Gold
CLI-66240,57,Rio de Janeiro (RJ),4,Gold
CLI-45948,63,Rio de Janeiro (RJ),2,Silver
CLI-36136,32,Rio de Janeiro (RJ),3,Gold
CLI-45469,53,Bahia (BA),4,Gold
CLI-88294,25,Paraná (PR),4,Gold
CLI-95934,48,São Paulo (SP),4,Gold
CLI-10723,52,Paraná (PR),3,Gold
CLI-46416,53,Minas Gerais (MG),4,Gold
CLI-88808,38,São Paulo (SP),4,Gold
CLI-88965,52,Paraná (PR),3,Gold
CLI-59177,48,Minas Gerais (MG),3,Gold
CLI-90430,37,Minas Gerais (MG),4,Gold
CLI-83183,29,Minas Gerais (MG),4,Gold
CLI-71571,51,Rio de Janeiro (RJ),2,Silver
CLI-31331,32,Rio de Janeiro (RJ),3,Gold
CLI-56711,36,Minas Gerais (MG),3,Gold
CLI-41946,45,Bahia (BA),4,Gold
CLI-32233,28,Paraná (PR),3,Gold
CLI-14707,34,Paraná (PR),1,Silver
CLI-14173,18,Rio de Janeiro (RJ),1,Silver
CLI-94415,23,São Paulo (SP),2,Silver
CLI-59409,63,Rio de Janeiro (RJ),2,Silver
CLI-75644,33,Minas Gerais (MG),4,Gold
CLI-10174,29,Minas Gerais (MG),4,Gold
CLI-83647,24,Paraná (PR),3,Gold
CLI-41938,22,São Paulo (SP),1,Silver
CLI-26829,26,Bahia (BA),1,Silver
CLI-76857,37,Bahia (BA),4,Gold
CLI-67965,59,Bahia (BA),2,Silver
CLI-75587,39,Bahia (BA),2,Silver
CLI-65584,34,Minas Gerais (MG),1,Silver
CLI-90429,27,Rio de Janeiro (RJ),2,Silver
CLI-93900,20,Rio de Janeiro (RJ),3,Gold
CLI-11855,51,São Paulo (SP),4,Gold
CLI-29925,35,São Paulo (SP),4,Gold
CLI-27648,47,Rio de Janeiro (RJ),2,Silver
CLI-47578,53,Bahia (BA),4,Gold
CLI-27193,63,Paraná (PR),2,Silver
CLI-13569,53,Rio de Janeiro (RJ),4,Gold
CLI-72689,40,Paraná (PR),3,Gold
CLI-37830,32,Rio de Janeiro (RJ),3,Gold
CLI-97159,29,Rio de Janeiro (RJ),4,Gold
CLI-74771,63,Paraná (PR),2,Silver
CLI-23246,42,São Paulo (SP),4,Gold
CLI-64709,25,Rio de Janeiro (RJ),4,Gold
CLI-41013,45,Minas Gerais (MG),4,Gold
CLI-43499,18,São Paulo (SP),1,Silver
CLI-25325,22,Minas Gerais (MG),1,Silver
CLI-22119,28,São Paulo (SP),3,Gold
CLI-91381,31,Paraná (PR),2,Silver
CLI-45418,32,São Paulo (SP),3,Gold
CLI-70255,20,Paraná (PR),3,Gold
CLI-42595,30,Bahia (BA),1,Silver
CLI-52859,57,Rio de Janeiro (RJ),4,Gold
CLI-89009,38,Rio de Janeiro (RJ),1,Silver
CLI-11568,60,Bahia (BA),3,Gold
CLI-29536,20,Paraná (PR),3,Gold
CLI-48044,19,Bahia (BA),2,Silver
CLI-50692,53,São Paulo (SP),4,Gold
CLI-45988,23,São Paulo (SP),2,Silver
CLI-93192,19,Rio de Janeiro (RJ),2,Silver
CLI-89786,28,São Paulo (SP),3,Gold
CLI-76126,38,São Paulo (SP),4,Gold
CLI-72041,28,Bahia (BA),3,Gold
CLI-48056,46,São Paulo (SP),4,Gold
CLI-86932,18,Bahia (BA),1,Silver
CLI-52338,43,Paraná (PR),2,Silver
CLI-40284,29,Rio de Janeiro (RJ),4,Gold
CLI-90926,30,Minas Gerais (MG),1,Silver
CLI-69521,43,Rio de Janeiro (RJ),2,Silver
CLI-96436,53,Minas Gerais (MG),4,Gold
CLI-98826,29,São Paulo (SP),4,Gold
CLI-13264,27,Bahia (BA),2,Silver
CLI-25590,41,Paraná (PR),4,Gold
CLI-83034,38,Minas Gerais (MG),1,Silver
CLI-45634,34,Rio de Janeiro (RJ),1,Silver
CLI-98039,30,São Paulo (SP),1,Silver
CLI-59396,37,Rio de Janeiro (RJ),4,Gold
CLI-53677,55,Rio de Janeiro (RJ),2,Silver
CLI-77889,60,Paraná (PR),3,Gold
CLI-52317,62,Bahia (BA),1,Silver
CLI-27667,18,Paraná (PR),1,Silver
CLI-45985,62,Paraná (PR),1,Silver
CLI-51985,44,São Paulo (SP),4,Gold
CLI-96227,41,Bahia (BA),4,Gold
CLI-16725,57,Paraná (PR),4,Gold
CLI-53907,30,Rio de Janeiro (RJ),1,Silver
CLI-86820,28,Bahia (BA),3,Gold
CLI-86979,18,São Paulo (SP),1,Silver
CLI-19219,50,Rio de Janeiro (RJ),1,Silver
CLI-62467,64,Bahia (BA),3,Gold
CLI-98993,25,Rio de Janeiro (RJ),4,Gold
CLI-38529,47,Minas Gerais (MG),2,Silver
CLI-71596,39,São Paulo (SP),4,Gold
CLI-45631,53,Rio de Janeiro (RJ),4,Gold
CLI-51229,53,Rio de Janeiro (RJ),4,Gold
CLI-90212,36,Rio de Janeiro (RJ),3,Gold
CLI-96391,63,São Paulo (SP),2,Silver
CLI-54760,63,São Paulo (SP),2,Silver
CLI-88202,52,Paraná (PR),3,Gold
CLI-17083,46,Rio de Janeiro (RJ),1,Silver
CLI-45263,51,Paraná (PR),2,Silver
CLI-97753,29,São Paulo (SP),4,Gold
CLI-21428,33,São Paulo (SP),4,Gold
CLI-50147,24,Minas Gerais (MG),3,Gold
CLI-38745,25,Bahia (BA),4,Gold
CLI-15431,35,Minas Gerais (MG),2,Silver
CLI-43589,22,São Paulo (SP),1,Silver
CLI-38713,34,Rio de Janeiro (RJ),1,Silver
CLI-71102,65,São Paulo (SP),4,Gold
CLI-69686,44,Bahia (BA),3,Gold
CLI-32523,30,Minas Gerais (MG),1,Silver
CLI-75765,62,Paraná (PR),1,Silver
CLI-32643,20,São Paulo (SP),3,Gold
CLI-40679,25,São Paulo (SP),4,Gold
CLI-25683,23,Rio de Janeiro (RJ),2,Silver
CLI-27386,20,Minas Gerais (MG),3,Gold
CLI-13124,28,Minas Gerais (MG),3,Gold
CLI-62824,57,Bahia (BA),4,Gold
CLI-23653,43,Rio de Janeiro (RJ),2,Silver
CLI-80282,27,Bahia (BA),2,Silver
CLI-74427,46,São Paulo (SP),4,Gold
CLI-49116,32,Rio de Janeiro (RJ),3,Gold
CLI-16763,24,Minas Gerais (MG),3,Gold
CLI-40042,23,Rio de Janeiro (RJ),2,Silver
CLI-14838,50,Rio de Janeiro (RJ),1,Silver
CLI-15986,26,Rio de Janeiro (RJ),1,Silver
CLI-95975,38,Bahia (BA),1,Silver
CLI-38908,37,Paraná (PR),4,Gold
CLI-71651,49,Rio de Janeiro (RJ),4,Gold
CLI-79604,40,Bahia (BA),3,Gold
CLI-90435,47,São Paulo (SP),4,Gold
CLI-96045,54,Bahia (BA),1,Silver
CLI-90879,53,Bahia (BA),4,Gold
CLI-55312,50,Minas Gerais (MG),1,Silver
CLI-50536,24,São Paulo (SP),3,Gold
CLI-15133,25,Minas Gerais (MG),4,Gold
CLI-53812,28,São Paulo (SP),3,Gold
CLI-41928,24,Paraná (PR),3,Gold
CLI-67766,40,Paraná (PR),3,Gold
CLI-55684,61,Bahia (BA),4,Gold
CLI-73329,52,Rio de Janeiro (RJ),3,Gold
CLI-33674,24,Rio de Janeiro (RJ),3,Gold
CLI-79336,57,Minas Gerais (MG),4,Gold
CLI-18640,52,Bahia (BA),3,Gold
CLI-16241,48,Bahia (BA),3,Gold
CLI-26916,30,Rio de Janeiro (RJ),1,Silver
CLI-48374,59,Minas Gerais (MG),2,Silver
CLI-43028,50,Rio de Janeiro (RJ),1,Silver
CLI-93697,37,Paraná (PR),4,Gold
CLI-44055,48,Minas Gerais (MG),3,Gold
CLI-15863,40,Paraná (PR),3,Gold
CLI-29891,57,Minas Gerais (MG),4,Gold
CLI-35441,26,São Paulo (SP),1,Silver
CLI-34910,32,Rio de Janeiro (RJ),3,Gold
CLI-40326,20,São Paulo (SP),3,Gold
CLI-95669,49,Minas Gerais (MG),4,Gold
CLI-60746,23,Bahia (BA),2,Silver
